1.0602,12.889
1.4211e-14,31.269
1.7778,49.541
4.4879,67.672
11.569,84.671
21.332,100.2
33.597,113.94
48.333,124.63
66.099,128
83.427,123.14
97.543,112.32
107.64,97.417
116.12,81.522
122.72,64.804
126.05,47.128
128,29.168
127,11.426
15.87,3.9921
24.617,0.84078
33.948,1.0489
43.208,2.1364
51.169,6.5325
77.801,5.931
86.189,1.7916
95.346,-1.4211e-14
104.65,0.0045139
113.27,3.0089
65.727,12.622
66.157,24.374
66.258,36.13
66.694,47.747
53.491,54.363
59.816,57.704
66.863,58.801
74.007,57.365
79.866,53.532
25.457,15.725
33.522,11.991
42.551,13.018
50.387,17.137
41.892,17.858
33.422,17.829
81.367,17.25
88.68,13.19
97.118,12.549
104.69,16.159
96.969,17.686
89.159,17.998
41.878,78.385
47.613,70.201
57.402,67.68
67.504,69.107
76.914,67.085
86.13,69.42
91.507,76.977
84.257,81.218
76.416,83.962
68.17,84.418
59.061,83.573
50.038,82.139
48.325,75.436
54.711,75.461
67.7,76.055
79.74,75.209
85.637,75.422
79.614,75.392
67.696,76.241
54.538,75.667
