7.1054e-15,21.66
1.533,39.021
4.5277,56.139
8.5908,73.048
13.976,89.556
23.526,104.1
35.647,116.5
50.91,124.79
67.967,128
84.122,124.06
97.487,114.24
108.43,101.74
118.18,88.339
123.3,72.615
125.43,56.218
127.48,39.728
128,23.301
12.458,8.5293
20.652,2.6886
30.68,0.97348
40.891,1.4665
50.846,3.1244
76.955,2.8599
86.791,0.2961
96.952,7.1054e-15
107,1.6387
115.68,6.4843
63.036,20.491
63.028,30.512
62.894,40.447
62.372,50.361
51.278,57.646
56.721,60.106
62.552,60.993
69.341,59.918
75.704,57.432
25.729,22.63
33.019,16.764
42.358,16.436
49.762,21.954
41.792,23.913
33.583,24.196
79.611,21.478
86.846,15.644
96.092,15.445
102.66,21.687
95.041,22.981
87.24,22.958
44.159,83.951
49.658,77.819
57.118,73.828
65.015,75.918
72.933,74.128
80.328,77.507
86.152,83.177
80.241,88.347
73.609,92.677
65.951,94.222
57.863,92.681
50.552,88.842
50.799,82.573
57.572,80.966
64.843,81.44
71.584,81.073
77.768,82.316
71.574,83.602
65.101,84.42
57.755,83.439
