0.96022,16.307
0,34.897
2.1347,53.136
5.1425,71.498
8.4201,89.585
17.593,105.56
31.579,117.47
48.293,125.24
66.31,128
84.047,123.68
99.496,114.07
113.58,102.15
122.58,86.298
125.3,68.054
126.99,49.76
128,31.404
126.31,13.204
13.068,8.1922
22.705,2.6036
33.72,0.81961
44.922,0.70876
55.707,3.3162
74.411,1.0608
84.884,0.87828
95.286,7.1054e-15
105.5,1.7282
114.38,6.9713
65.192,14.586
65.076,24.878
65.163,35.241
65.306,45.424
51.409,58.11
58.367,59.132
65.343,59.114
71.157,58.696
76.847,57.637
25.091,20.48
34.428,15.416
44.855,15.676
52.601,22.522
43.298,22.459
34.014,22.721
78.966,22.012
85.922,14.74
95.984,13.439
104.06,19.119
96.07,21.956
87.471,21.687
41.959,82.62
44.174,72.563
54.008,68.858
64.541,69.794
74.329,68.636
83.525,72.102
89.191,80.027
84.907,90.557
76.169,97.499
65.432,99.45
55.212,97.817
46.582,91.898
47.304,82.367
52.567,76.291
64.741,75.396
77.459,75.752
83.38,81.799
77.889,88.008
65.03,91.081
53.129,88.286
