2.1316e-14,24.045
1.6645,41.107
3.4179,58.167
4.3742,75.186
9.9128,91.295
19.336,105.56
32.597,116.78
47.812,125.08
64.747,128
82.458,125.66
98.236,117.03
112.47,106.23
122.17,91.391
125.99,74.236
127.23,56.619
128,38.99
126.32,21.54
8.8853,16.559
15.919,6.1014
27.192,0.55037
39.084,4.9694
50.756,10.048
74.906,9.2659
85.475,3.5638
96.783,0
108.41,2.503
117.27,10.112
66.036,20.838
65.83,31.69
65.433,42.437
64.78,53.116
50.618,65.851
57.935,66.916
65.186,67.162
72.511,66.895
79.741,66.052
18.63,27.894
28.752,25.031
39.285,26.077
48.574,30.484
38.105,31.366
27.702,32.232
81.835,30.448
90.53,24.104
101.45,22.913
111.61,26.372
102.28,30.222
91.992,30.482
36.465,86.675
45.469,81.419
55.059,77.264
65.269,78.379
75.712,77.878
85.207,82.543
93.479,88.686
86.634,97.736
75.689,101.72
64.105,101.89
52.476,101.19
42.026,96.352
43.635,87.722
50.817,87.759
64.926,89.632
79.255,88.178
86.368,88.342
79.175,88.35
64.95,89.762
50.626,87.84
