3.0154,17.132
0.74448,35.751
1.4211e-14,54.452
2.2215,73.135
7.0534,91.1
16.698,107.11
30.865,118.77
47.959,126.01
66.05,128
83.585,124.95
98.586,114.93
110.74,101.6
119.4,85.79
123.59,68.101
125.9,50.068
128,31.944
126.92,13.941
13.887,5.5212
22.979,2.1807
32.39,0.32561
41.966,1.3918
50.92,4.7773
76.713,5.0837
85.624,1.1533
95.215,7.1054e-15
104.75,1.1283
112.64,6.5289
64.197,15.563
64.243,26.199
64.224,36.745
64.266,47.26
52.595,60.856
58.607,62.048
64.701,62.537
71.051,62.048
76.952,59.885
23.802,19.98
32.444,13.293
43.326,15.229
50.923,23.159
41.518,23.442
32.211,23.654
76.149,23.62
83.665,15.232
94.575,13.321
102.88,20.292
94.519,24.065
85.271,24.036
39.59,82.446
46.945,76.069
55.479,71.746
64.898,72.231
73.543,71.801
81.406,75.606
88.11,81.123
81.137,85.896
73.059,87.975
64.707,88.496
55.976,88.209
47.594,85.867
45.755,79.048
51.97,78.869
64.752,78.615
76.596,78.99
82.336,78.971
76.434,79.142
64.755,78.776
51.889,79.024
