0.76568,29.264
1.4211e-14,46.519
1.3164,63.685
4.9192,80.636
10.206,96.832
20.532,110.17
33.901,120.54
49.417,126.08
65.86,128
81.636,124.92
96.639,119.43
109.29,109.25
118.86,96.023
123.81,80.168
125.66,63.721
127.34,47.079
128,30.624
9.9908,16.412
15.345,6.3986
25.303,1.1299
36.404,0
47.551,1.0494
76.646,0.12563
88.363,0.71727
100.03,1.8145
110.49,7.0469
116.48,17.219
62.185,18.852
62.062,30.372
61.998,41.737
62.174,53.131
48.218,61.472
55.899,63.128
63.405,65.265
70.124,62.839
76.75,60.459
25.314,23.756
33.068,19.199
41.911,20.249
48.881,25.911
40.794,26.762
32.72,26.862
75.114,25.538
82.912,20.456
91.83,18.935
99.168,24.061
91.358,26.519
83.158,26.462
38.004,82.188
46.549,79.135
55.101,76.138
63.857,77.437
72.574,75.317
81.294,77.402
89.998,79.428
82.175,84.273
73.535,87.216
64.54,87.945
55.373,87.487
46.351,85.909
44.427,82.121
54.398,81.168
64.257,82.082
74.415,79.974
84.719,80.156
74.315,80.172
64.197,82.318
54.287,81.403
