-1.4211e-14,20.881
0.11555,38.46
1.0774,56
4.0054,73.262
8.5809,90.146
17.381,105.2
30.425,116.93
45.888,125.07
62.958,128
80.206,125.32
95.673,117.17
109.2,106.18
118.99,91.915
122.5,74.763
124.57,57.411
127.78,40.217
128,22.911
5.9841,10.667
14.123,4.4924
24.433,3.7431
34.525,5.656
43.557,10.631
77.499,8.4021
87.561,2.5645
98.82,0
110.28,1.1743
120.47,6.4375
60.346,11.985
60.809,27.913
60.941,43.652
61.338,59.458
49.585,68.859
56.315,71.226
62.797,73.911
69.129,71.056
75.393,68.31
16.256,23.138
23.355,18.187
32.002,18.494
39.483,22.746
31.8,24.946
23.845,24.827
81.581,21.93
88.897,16.372
98.054,15.744
104.94,21.488
97.19,23.18
89.303,23.188
38.921,91.34
47.284,88.76
55.252,85.076
63.65,86.208
71.717,85.215
79.451,87.938
87.37,90.06
79.82,95.057
72.997,100.95
64.352,102.29
55.113,100.99
47.709,94.642
49.696,91.807
56.64,91.293
63.404,92.386
70.271,91.211
77.187,91.312
70.206,91.802
63.397,93.095
56.566,91.863
