0,32.75
2.7425,50.342
5.7523,67.76
8.9279,85.143
15.438,101.32
26.134,114.25
39.759,123.02
54.888,127.81
70.547,128
84.836,126
97.831,118.91
109.73,109.72
117.8,96.269
122.73,81.027
125.19,64.919
127.24,48.745
128,32.553
17.847,11.718
25.117,4.8506
33.949,1.2059
43.329,0
52.657,1.4285
84.432,2.0139
93.51,0.83548
102.52,0.52052
110.56,5.1563
117.66,11.492
71.155,18.351
71.983,29.59
72.842,40.786
72.251,51.964
55.535,60.425
63.119,62.457
70.772,63.566
76.827,61.825
82.783,59.917
31.775,27.532
39.699,21.51
49.228,22.594
55.932,30.146
47.491,32.167
38.939,32.274
81.665,28.612
87.698,20.871
97.076,20.82
103.97,27.654
96.813,30.808
89.108,30.718
47.003,84.698
54.125,80.734
61.527,77.677
69.259,78.348
76.952,76.782
84.55,79.24
91.781,82.82
85.577,88.825
78.277,93.701
70.074,95.639
61.397,94.784
53.651,90.438
50.722,84.653
60.264,83.04
69.755,83.581
78.913,81.818
88.078,82.844
78.919,85.063
69.702,87.886
59.912,86.378
