0,23.311
0.029125,40.09
2.7803,56.603
6.561,73.002
12.827,88.63
22.31,102.79
33.993,115.24
47.731,125.34
64.781,128
81.526,124.75
94.627,114.51
105.07,101.53
114.25,87.713
121.42,72.798
125.07,56.814
127.68,40.606
128,24.377
8.1912,14.287
13.984,6.7178
22.393,1.7756
32.323,1.241
42.278,2.1928
83.067,1.3711
91.576,0
100.12,0.19442
108.4,2.3903
115.28,7.0278
64.983,23.217
65.31,32.835
65.318,42.496
65.274,52.019
47.058,62.384
56.184,61.703
65.285,61.989
73.66,61.496
81.942,61.587
24.614,22.463
32.757,17.203
42.473,18.908
48.47,26.213
40.18,26.069
31.918,25.744
80.175,26.267
86.334,18.916
96.101,17.093
103.73,22.689
96.688,26.51
88.409,26.234
41.133,85.264
48.496,78.068
56.068,70.908
66.298,71.164
76.157,70.534
83.29,77.314
89.052,84.72
84.653,94.197
76.374,100.77
65.458,102.43
53.984,100.86
45.252,94.817
45.777,85.813
55.427,81.459
65.822,78.689
75.995,81.206
84.774,85.512
75.694,89.273
65.753,92.132
55.139,89.361
