7.1054e-15,26.545
0.023711,44.518
0.40453,62.159
3.3769,79.705
8.6686,96.313
19.114,109.76
32.151,120.51
47.478,125.99
63.458,128
79.804,125.86
95.677,121.35
108.4,110.06
118.21,95.938
125.34,79.714
127.8,61.976
128,44.103
127.25,26.273
13.398,7.0208
20.855,1.504
30.014,1.0409
39.299,0.41741
48.419,1.5553
70.536,0.641
80.594,0.18092
90.746,2.1316e-14
100.73,0.1645
109.43,5.1751
62.111,13.584
62.256,23.799
62.019,34.158
61.521,44.272
47.41,54.438
54.31,57.613
61.634,58.603
69.364,56.74
76.643,53.654
28.498,20.366
35.655,16.916
43.495,16.979
49.881,21.531
42.722,20.609
35.573,20.456
74.832,20.095
81.594,16.305
89.151,15.416
96.262,18.01
89.234,19.857
81.967,20.189
34.189,72.934
43.335,69.788
52.592,67.113
62.074,67.62
72.514,66.47
82.846,68.538
93.086,70.597
84.193,79.015
73.681,84.753
62.134,85.997
51.521,86.146
41.905,80.823
37.805,73.584
50.017,74.237
62.168,75.46
75.112,72.418
88.144,72.263
74.854,74.27
61.883,75.17
49.748,75.637
