0.52897,29.707
-1.4211e-14,46.97
3.3631,63.817
6.1253,80.888
10.399,97.445
20.64,110.76
34.287,120
49.294,126.64
65.223,128
81.563,124.72
97.362,119.18
111.2,109.54
120.78,95.143
124.76,78.01
126.74,60.408
128,42.785
127.37,25.263
10.465,10.672
20.072,4.0982
31.19,1.1767
42.52,2.3955
52.945,6.799
78.423,4.3498
88.804,1.4603
99.35,0
109.67,2.6765
118.63,8.6238
64.992,18.578
65.139,29.299
65.707,39.993
65.457,50.596
49.54,60.653
57.184,64.175
65.414,65.014
74.009,63.739
81.704,59.778
23.699,26.469
31.77,20.609
41.6,20.631
49.427,26.56
40.793,27.949
32.133,28.377
79.383,26.64
87.487,19.406
97.96,18.109
106.67,24.152
97.646,26.294
88.496,26.739
42.578,84.477
49.989,79.148
57.951,75.188
66.278,77.291
74.116,74.471
81.768,78.601
89.282,83
82.271,88.446
73.853,90.679
65.15,91.319
56.911,91.002
48.918,89.296
48.243,83.988
53.896,83.35
65.172,83.097
77.371,82.698
83.278,82.265
77.188,82.945
65.068,83.298
53.706,83.593
