0,16.862
2.812,36.007
6.5479,54.775
9.5955,73.753
15.55,91.673
25.305,107.08
39.116,117.74
53.421,127.26
69.46,128
84.726,126.77
98.291,117.85
110.12,106.15
118.31,90.814
122.04,73.296
124.18,55.314
127.11,37.415
128,19.487
14.999,6.5849
24.125,1.8007
34.071,0.32486
43.988,1.5658
53.615,4.5485
80.763,5.7242
89.474,1.6667
98.714,0.11212
108.06,-1.4211e-14
116.39,4.2145
70.121,23.197
69.722,33.576
69.541,43.847
69.588,54.069
57.505,62.256
63.092,64.271
68.906,64.588
75.356,64.374
81.477,62.194
29.083,22.659
36.591,16.677
45.632,17.125
51.496,24.862
43.872,25.281
36.296,25.157
84.765,24.149
90.549,16.817
99.229,16.659
106.05,22.728
99.125,24.896
91.918,24.538
46.811,87.369
53.967,81.716
61.637,77.302
69.904,78.555
77.637,76.596
84.956,80.192
90.82,86.419
86.329,93.975
78.694,97.042
70.734,98.211
61.552,98.342
52.969,94.999
57.814,86.794
63.737,86.685
69.568,87.179
75.686,86.649
81.694,85.501
75.783,87.048
69.836,87.719
63.824,86.928
