-1.4211e-14,28.019
2.3307,44.708
6.445,61.144
9.9304,77.561
14.427,93.721
23.949,107.02
35.861,117.78
49.358,126.21
64.409,128
80.377,125.38
94.929,118.4
106.9,106.77
116.31,92.671
120.66,75.874
123.65,58.498
127.04,41.507
128,24.053
11.878,10.11
21.685,5.7274
32.131,4.5205
42.822,3.8459
53.186,5.267
71.547,3.997
82.546,1.2405
93.685,-1.4211e-14
104.71,1.2607
114.73,6.4305
62.251,22.873
62.341,33.213
62.298,43.566
62.072,53.88
50.106,68.018
56.616,70.127
63.3,70.583
69.595,69.906
75.615,68.135
19.557,25.531
28.43,19.89
38.723,19.698
47.65,24.853
38.309,27.057
28.764,27.569
80.699,24.368
88.349,17.905
98.17,18.031
106.91,22.713
98.463,26.101
89.522,26.26
34.471,94.383
42.848,87.018
52.509,82.296
63.039,82.375
73.503,82.943
82.859,88.194
91.506,94.526
82.156,95.641
72.827,96.967
63.592,97.305
53.881,96.593
44.226,94.848
47.141,89.212
54.943,87.802
62.846,87.881
70.49,88.238
77.752,90.228
70.465,89.875
63.292,89.751
55.162,89.438
